event_idx,C1_in_catalog,C4_z_gw,C5_log10_sky_area,C8_cone_outside,C10_log10_M,C10b_low_M_timeout_bins12,C11_log10_snr,C2_hosted_exact,C3_hosted_rel,C3c_log10_f_cat,C3c_censored,C6_mass_window_retention,C7_log10_n_cand_1d
189,True,0.06742035615680247,-5.800521064656713,0.0,5.694344400574554,False,2.489548395022834,True,True,1.1423502240669567,False,1.0,0.3010299956639812
190,False,0.9424001596390049,-3.599828903982837,,5.719078174498449,False,1.3814709187232443,False,False,-320.0,True,,0.0
191,False,0.46439189536332603,-4.159273040845887,,5.771842525429268,False,1.6188150896311269,False,False,-320.0,True,,0.0
192,False,0.4634639872307716,-2.5815983753270313,,5.860636559835729,False,1.417682760881066,False,False,-320.0,True,,0.0
193,False,0.6391373115618134,-2.9068748117314933,,5.900957811921423,False,1.314003584967475,False,False,-320.0,True,,0.0
194,False,0.2900835701580988,-3.3560175088938133,,5.792812167511415,False,1.8067025252323334,True,True,-0.5646596839681345,False,1.0,2.727541257028556
195,False,0.49967516843441584,-2.938319806619785,,5.627828845755095,False,1.3893007872301755,True,True,-4.970481462646291,False,1.0,2.3636119798921444
196,False,0.3068313060305868,-4.43393035240703,,5.8742599848353425,False,1.908407226561639,True,True,-1.7937783939831775,False,1.0,1.146128035678238
197,False,0.4382182945040496,-3.472602272597358,,6.025725043305421,False,1.6896976786831381,True,True,-4.981710698773189,False,1.0,1.7993405494535817
198,False,0.3332662710173294,-3.4062779799506586,,5.526752828653747,False,1.5104532019338057,False,False,-320.0,True,,0.0
199,False,0.3471979399398901,-3.358645203377163,,5.703486729990183,False,1.6453925960491,False,False,-320.0,True,,0.0
200,False,0.4713118120739755,-3.7525722656115277,,5.888411025730714,False,1.5623352719075392,True,True,-5.808906498862808,False,1.0,1.3424226808222062
201,True,0.09034601767349172,-3.7205317595273644,0.0,5.704071826531379,False,1.9950487962986356,True,True,1.1294387284290845,False,0.9447852760736196,2.214843848047698
202,False,0.3978883855114559,-2.271184330336617,,5.785144023378221,False,1.3116672230759685,True,True,-3.043033654658874,False,1.0,2.967079734144497
203,False,0.8874422420726118,-1.7845181178058036,,5.958037713273193,False,1.3362469605010026,True,False,-45.49607670454775,False,1.0,0.3010299956639812
204,False,0.6449108835043449,-2.3855998482632006,,5.810892572677358,False,1.4531571235504408,False,False,-320.0,True,,0.0
205,False,0.3435826890462381,-4.264120726761606,,5.757253846500523,False,1.7743895808039836,True,True,-1.9371745510165923,False,1.0,1.6020599913279623
206,False,0.509665265522838,-2.222771590003996,,5.739561136776393,False,1.3367010690324785,True,True,-3.770781158190154,False,1.0,2.9858753573083936
207,False,0.42555286272069665,-2.446673539601982,,5.805711319038367,False,1.5981290235266394,True,True,-3.078005401620107,False,1.0,3.03342375548695
208,False,0.42164342069021715,-3.7353659020312113,,5.485083826245749,False,1.347497428713304,False,False,-320.0,True,,0.0
209,False,0.5016589273847624,-3.710358895495921,,5.806369287334269,False,1.5537638324557301,True,False,-7.721045537886685,False,1.0,1.0413926851582251
210,False,0.8525237191815714,-2.975725600321691,,5.887782756094666,False,1.4065416398024795,False,False,-320.0,True,,0.0
211,True,0.03208471231159582,-4.411593373784664,0.0,5.363997339385349,False,2.2642945154205747,True,True,1.1492744538541013,False,0.9,1.0413926851582251
212,False,0.6668626665695196,-2.6588735756992468,,5.83079017108898,False,1.3984214019069872,True,False,-24.580155665008956,False,1.0,0.7781512503836436
213,False,0.5725847370858278,-2.394222858892569,,5.770994625463611,False,1.426839125302378,True,False,-9.835211664542244,False,1.0,1.8325089127062364
214,False,0.5740490704808455,-2.043380663453548,,5.720771320318418,False,1.3976700932646007,True,True,-4.886749472606413,False,1.0,2.8109042806687006
215,False,0.8296345289164956,-1.9701853157971194,,5.901087662665686,False,1.3374548786747393,False,False,-320.0,True,,0.0
216,False,0.7075993848437435,-2.973191640162484,,5.766988390199883,False,1.5164048885017176,False,False,-320.0,True,,0.0
