event_idx,s1d,s2d,ds,cat_e,g_e,c_prime,in_catalog,SNR,log10_SNR,sigma_dL_over_dL,z_e,m_e,ln_M_ratio_signed
994,0.33586693847773547,1.168249935066611,0.8323829965888754,True,0.13357750000000002,0.999999898106103,False,61.30614030637791,1.787503974805965,0.0167355532987465,0.3123999064371647,0.07760452277992676,-0.07760452277992676
995,0.16452138624059018,0.40166351989157045,0.23714213365098027,False,0.1761857,1.0,False,23.208245233077044,1.3656423048505129,0.04937031010161453,0.401322754125812,0.6528441525902843,-0.6528441525902843
996,0.26441070894973584,0.3616637361135485,0.09725302716381268,False,0.1034657,1.0,False,95.98280691546908,1.9821934462639856,0.015137822773862044,0.23852966968093195,0.45598458160902194,0.45598458160902194
997,0.24136260054152792,0.7152341311281056,0.4738715305865777,False,0.16314440000000002,1.0,False,46.61610644067387,1.6685359967275488,0.021425109959918393,0.34116129440399157,0.5200317287129612,-0.5200317287129612
998,-0.0794884338692902,0.07337313062389932,0.15286156449318952,False,0.11405245,1.0,False,32.03807438842159,1.5056664054267386,0.030701582018591588,0.44045438196234565,0.38663581296912936,0.38663581296912936
999,0.3064887547255421,0.4784321387573338,0.1719433840317917,False,0.13990965,1.0,False,27.74395369250845,1.4431683509148867,0.03978704837447158,0.41366288747610447,0.10778852616115456,-0.10778852616115456
1000,0.28606727056823517,0.7267998722634055,0.4407326016951703,False,0.15602355,1.0,False,31.482858202233103,1.4980741533283837,0.03297165924068081,0.35091038960246407,0.4085332760060062,-0.4085332760060062
1001,1.087224748606629,1.1972682623579078,0.11004351375127874,False,0.09478717,1.0,False,177.0123020948896,2.248003450239016,0.00568227316284427,0.14083296283111493,0.5735479741080419,0.5735479741080419
1002,-0.2899587914653165,-0.09237729849704826,0.19758149296826824,False,0.13014385,1.0,False,35.60616859473083,1.551525243888005,0.027503274042423125,0.49773574374481994,0.120014365676266,0.120014365676266
1003,-0.2570523509429099,-0.1042548219779781,0.15279752896493182,False,0.1421554,1.0,False,26.392411387631,1.4214790720881216,0.0423976522329384,0.47816151949201324,0.09874273520027706,-0.09874273520027706
1004,-0.7410742236297889,-0.5488476764111456,0.1922265472186433,False,0.1539413,1.0,False,26.594129922655306,1.4247857861222533,0.03558572760098679,0.7235518438375085,0.12561959337205306,-0.12561959337205306
1005,0.5066367968131753,0.6230449600371551,0.11640816322397984,False,0.18234785,1.0,False,33.873068571112285,1.5298545412899325,0.03030276939281523,0.31040932289570394,0.8028509878147642,-0.8028509878147642
1006,0.4916908681377836,0.7881956114967885,0.2965047433590049,True,0.11144855000000001,0.9999876044847065,False,50.96216223853821,1.7072478461001415,0.01959855541106522,0.3586234722440397,0.3796140231022761,0.3796140231022761
