event_idx,h,d_hat,sigma_dL,z_true,host_galaxy_index,n_cand_no_bh,n_cand_with_bh,f_bar_z_true,f_k_z_true,L_cat_no_bh,B_num,D_tilde_phi
159,0.73,2.458099120660272,0.17714243888885972,,-1,0,0,,,0.0,58448403.04425469,947092103.9967711
160,0.73,2.5098960875930145,0.04706538700264877,,-1,104,104,,,0.0002502134729147037,44370355.26576247,947092103.9967711
161,0.73,3.8148514426245392,0.3013478226150775,,-1,42,42,,,8.277134576334462e-09,24564108.059482988,947092103.9967711
162,0.73,4.103529979946876,0.15344285962933987,,-1,6,6,,,2.7160817294358896e-13,22483754.60310665,947092103.9967711
163,0.73,2.429500247087972,0.020949281162531568,,-1,117,117,,,0.001709032154704045,57289024.1759818,947092103.9967711
164,0.73,2.848810421331685,0.03800931572843295,,-1,0,0,,,0.0,42295380.45442207,947092103.9967711
165,0.73,1.5375953964286395,0.07787219083075549,,-1,213,213,,,0.015577137613615092,30771045.47213421,947092103.9967711
167,0.73,1.2472572118802407,0.0018865537370866573,,-1,0,0,,,0.0,31638460.83571122,947092103.9967711
168,0.73,3.1162722159524825,0.032024217387670854,,-1,10,10,,,1.136831824878537e-08,54025675.89399864,947092103.9967711
169,0.73,2.0381339768513564,0.01982048300304763,,-1,71,71,,,0.00027433203440006045,23914628.722642068,947092103.9967711
170,0.73,2.0219471467010486,0.12680181382880176,,-1,978,978,,,0.00558200337201716,48298058.99304271,947092103.9967711
171,0.73,2.876714174199033,0.20128203100798814,,-1,1379,1379,,,0.0008463990404646905,44576456.2334197,947092103.9967711
172,0.73,2.356162523661166,0.012226015461060892,,-1,1275,1275,,,0.00016405998147470184,37749643.02387758,947092103.9967711
173,0.73,2.6696508821249747,0.0800432290917308,,-1,47,47,,,4.936330432916072e-06,30752024.839998197,947092103.9967711
174,0.73,3.652482965026275,0.11734968434048726,,-1,0,0,,,0.0,14466023.98202376,947092103.9967711
175,0.73,2.1666062252945237,0.0008770744009890843,,-1,0,0,,,0.0,37102742.05416025,947092103.9967711
176,0.73,4.111015916807625,0.1157227922733184,,-1,16,16,,,6.448498881823916e-11,33113735.90988255,947092103.9967711
177,0.73,2.11555217674664,0.02028652710124875,,-1,0,0,,,0.0,27579422.393450286,947092103.9967711
178,0.73,1.0887722480679072,0.10593190379338842,,-1,43,40,,,8.214656861753772e-06,22936212.231745362,947092103.9967711
179,0.73,2.2412256942639326,0.016044321482767663,,-1,20,20,,,5.013842399520295e-05,54617565.83212397,947092103.9967711
180,0.73,2.898192155563568,0.05493737389907894,,-1,14,14,,,1.165213043312118e-07,47430545.62587531,947092103.9967711
183,0.73,4.623248583912731,0.09102516979889079,,-1,0,0,,,0.0,17707967.13446396,947092103.9967711
184,0.73,1.915900225224042,0.10263540748410804,,-1,821,821,,,0.007293468402236443,44528532.19450187,947092103.9967711
185,0.73,3.4350212155285336,0.07133630790648406,,-1,58,58,,,2.2978826429834192e-08,45406071.00162201,947092103.9967711
186,0.73,3.7791906606161754,0.0011210504250877432,,-1,0,0,,,0.0,41264497.80867303,947092103.9967711
187,0.73,2.0816698962916225,0.03066571963467024,,-1,152,152,,,0.0004251010311825787,47860424.851301946,947092103.9967711
188,0.73,2.13509570180021,0.0008318026358840229,,-1,2,2,,,0.00013547539101612117,51021815.823708534,947092103.9967711
189,0.73,4.762343010082073,0.033250976448499975,,-1,0,0,,,0.0,19585155.142237563,947092103.9967711
190,0.73,2.218554184340086,0.1480056755269162,,-1,515,515,,,0.0008445108320223112,49064251.73884199,947092103.9967711
191,0.73,1.2220739909497689,0.024834382422381677,,-1,2,2,,,6.948099761458005e-13,31110880.07987336,947092103.9967711
192,0.73,2.82899139225539,0.09156187946990932,,-1,878,878,,,0.00033171423076618935,57824269.38396281,947092103.9967711
193,0.73,1.9861751698345729,0.10462823661063012,,-1,3395,3395,,,0.00271679633280145,36676246.96449077,947092103.9967711
194,0.73,3.78310090897064,0.08342211292216051,,-1,0,0,,,0.0,29885473.668396037,947092103.9967711
195,0.73,3.0827926012822,0.0017501018374961417,,-1,1,1,,,2.0139706851404325e-08,34843373.01235294,947092103.9967711
196,0.73,2.281384642099141,0.1252115588515114,,-1,306,306,,,0.004216519676268647,55283038.643971376,947092103.9967711
197,0.73,2.3713671531180758,0.08205360930531454,,-1,960,960,,,0.0001445712603102434,53698397.42827103,947092103.9967711
198,0.73,2.964640570430048,0.028016593677881327,,-1,65,65,,,7.093065694595934e-08,54177156.21001004,947092103.9967711
199,0.73,4.176063544351606,0.0860212614742059,,-1,1,1,,,1.2145372712944068e-13,33317476.40769325,947092103.9967711
